,text,labels
1338,"acidente hotel usado para quarentena do coronavirus desaba e deixa pessoas debaixo de escombros na china, covid- ate o momento, pessoas foram resgatadas pelos servicos de socorro... ",0.0
3579," globonews isabelaicamargo nao e mais coronavirus ,e china virus ",1.0
5182,imagina acordar amanha com a noticia china lanca covid- xs max,0.0
22431," , um dia para entrar na historia dos meus filhos, netos e bisnestos. por medo do coronavirus, o virus chines, minha filha, ana paula, corta meu cabelo na varanda da minha casa, por medo de sair na rua. ",1.0
1685,"lembrando do momento que eu e a toia fomos no banheiro e tinha um morcego, nos se abaixando, eu gritando coronavirus e a tiazinha atras dele com uma vassoura gritando agora eu pego ele kkkkkkkkkk",1.0
9059,ja viu uma gripe que nao tem remedio eu nunca vi essa doenca nao e coronavirus essa doenca e a china querendo fazer uma guerra com estados unidos estao matando gente por causa de dinheiro porque nenhum comandante da china pegou ?,0.0
14985,"coronavirus - revoltado, trump diz que vai cortar relacoes com a china e nao falara com xi jinping ",0.0
1292," o antagonista coronavirus infeccoes globais podem aumentar dez vezes a cada dias, diz estudo chines o principal geneticista da nacao, jin li, pede ao mundo que tome acoes fortes em saude publica, usando experiencias aprendidas com a china e cingapura .. ",0.0
23386,coronavirus expoe avanco extraordinario da medicina da china msnbrasil ,0.0
22453, raphaschmidt lucianoayan nao vou eximir a culpa da china no caso da pandemia. os governos trataram o covid da mesma maneira que tratam aqueles que o elegem.,0.0
8189,"apesar do regime chines afirmar que derrotou o coronavirus, o virus esta castigando a china numa segunda onda. as politicas de xi transformaram um surto local em uma pandemia. a china pode mentir sobre as estatisticas, mas o virus tera a ultima palavra. ",0.0
10804,"salvo engano, estamos empatados com a china em relacao ao numero de mortes causados pelo covid- , podendo ate passar...",0.0
374,coronavirus?! plague inc e removido do ar na china sob a justificativa de ter x conteudo ilegal x ,0.0
13271,"a organizacao mundial de saude oms quer organizar uma nova missao a china para descobrir a origem animal do novo coronavirus responsavel pela pandemia de covid- , afirmou hoje uma responsavel da agencia das nacoes unidas. a oms ",0.0
13716,"diplomacia amp solidariedade enquanto isso certas potencias capitalistas se preocupam em destacar que o brasil e o epicentro do covid e nao eles, num periodo mais curto - os eua . a china vai la e faz. ",0.0
1649," marcas consumidores estrangeiros estao correndo para retomar as operacoes na china depois de fechamentos relacionados a nova pneumonia coronavirus, ja que especialistas esperam que o varejo e o entretenimento desfrutem uma recuperacao robusta para compensar a demanda reprimida ",0.0
3237,covid- china regista novos casos numa ligeira subida nas ultimas horas - ,0.0
11293,ouvido agora na tv na china houve novos casos de covid- nas ultimas horas. foram importados ,0.0
2599,asia - coronavirus china regista o numero mais baixo de novos casos ,0.0
8103,video mil drones homenageiam profissinais que combateram coronavirus na china ,0.0
12593, ferbaleiro lucimarabenede liegemachado beatriscortiana taoquei sf moro tao burro que nem sabe que significa quarentena. por acaso vc esta com o covid? nao sabe usar uma mascara etc. e se proteger o virus esta ai vai ficar trancado ate quando.. vc acredita mesmo que mais de mais que a china onde o virus foi criado seu pateta acredita em midia,0.0
21086," rafaelbboa o covid- nao foi suficiente pra china comprar barganhas pelo mundo, jaja chega covid- mais potente pra eles comprarem o resto.",0.0
14275,parece que o virus chines voltou para china. parece que o jn vai anunciar hoje. o covid resolveu atacar a china de novo. sera??,1.0
1642,"se o coronavirus fosse um virus seletivo, ex infectando apenas politicos corruptos, no brasil talvez estivessemos com mais mortes do que a china.",0.0
22536,"depois do carnaval as palavras de bonner e renata sao puras encenacoes e muita hipocrisia, pois o jn anunciou esse mesmo carnaval q trouxe o virus chines p o brasil. a globolixo divulgou a festa do carnaval mesmo sabendo do risco do coronavirus, dinheiro importante q vidas. ",0.0
19394,como se nao tivessemos problemas o suficiente com o covid ainda tem um inteligente querendo ferrar nossos negocios com a china ,0.0
15816,oms diz que fara revisao da pandemia china promete us bi coronavirus internacional acordobrasileeua china covid donaldtrump eua johnullyot maxiaowei oms presidentech,0.0
12060," novo corona virus o carai e covid- mesmo, virus chines ",1.0
13520,"aos tiranos que usam as vitimas do virus chines, obsessivamente, em apontar assassinos como jairbolsonaro , o governador de nova york revelou, chocado , que dos hospitalizados com covid- estavam cumprindo a quarentena horizontal em casa. sao ladroes de vida util e de ",1.0
281,numero de infectados por novo coronavirus na china ultrapassa mil ,0.0
17346," thiagogimenes ysmaeltc rodrigomaia oi nega o que isso tem haver com as mortes por coronavirus? deixa eu te falar uma coisa, o virus contaminou no carnaval onde voces estavam maior zona pelas ruas do brasil e depois trancou todo mundo, o presidente tem culpa desse demonio do virus chines nao",1.0
22475,vcs tomariam a vacina da covid da china?,0.0
9449,dos mesmos criadores de a china criou o coronavirus pra destruir os eua vem ai ,0.0
21317,covid- . china deteta novos casos de contagio local associados a mercado em pequim ,0.0
14723," reinaldonovell rconstantino ele importou o covid da china, danado!!!",0.0
20131,"coronavirus pode ter se espalhado na china em agosto, indica pesquisa de harvard ",0.0
23378," renovamidia governadores que usaram a pandemia pra roubar? sim...isso e desgoverno. aqui em sp o desgoverno foi brutal. negou o hcq a populacao e superfaturou hospitais e insumos chineses que nem chegaram. inflou numero de obitos com covid. sim, isso e desgoverno.",0.0
12486,a sopa de morcego mais conhecida como gatilho para o coronavirus foi inventada pelo cidadao brasileiro paulistano felipe corte em uma tentativa de virar o batman. a thread.,0.0
5159,alguem tira meu pai daq serio.. ele ligo pro amigo dele pra discutir sobre coronavirus economia etc como se fosse entendedor e grande estudioso do assunto pra dize q e plano da china comunista e q tem q boicota eles e nao sei o q eu n to aguentand o tanto de bosta q to ouvindo,0.0
20972,"china volta temer novo surto por covid- e no brasil quase mil mortos .. mas sera que esse negocio nao vai mais nos dar paz ? o mundo ta se acabando com uma praga de um virus, minha gente cade essa vacinaaa ? ",0.0
4899,"a porra da pandemia veio de onde? da china caralho! meses e eles nao deixaram vazar nada pro mundo sobre o coronavirus, quando vazou ja era tarde. agora falar que e culpa da china virou pecado. ",1.0
2201,o filme dos cinco dias que permitiram o alastrar do coronavirus na china ,0.0
1556,stoodi coronavirus impactos na china e no mundo ,0.0
20791,santa catarina bate recorde historico nas exportacoes de carne suina exportacao santacatarina brasil carnesuina economia china japao cingapura hongkong pandemia coronavirus crise,0.0
11049,"me assusta a velocidade que o covid- saiu da china e se espalhou pelo mundo, e a velocidade de entrega da minha compra do aliexpress que ainda nao chegou",0.0
19179," adadlelia justiav abrahamweint quem cometeu crime foi a china, q omitiu a existencia do coronavirus. q palhacada!",0.0
11105,medicos chineses relatam que o coronavirus pode sobreviver no olho humano ,0.0
3112,"eu nao sei se e vdd mas ta rolando um video onde o cara mostra esse livro escrito em onde o cara previa o coronavirus, dizendo que ia vir e ia acabar rapido e diz que o virus foi criado pela china como se fosse uma bomba para matar o povo ",0.0
5778, crisebolsovirus sidneycls leitadas l en o coronavirus e chines. porque passam tanto pano pra china? por ideologia?,0.0
7950,advogado quer que china pague indenizacao por covid- via youtube,0.0
16071,santo graal governo dos eua teme que a china ofereca gratuitamente vacina de covid- ,0.0
9952,covid- trump alerta china para possivel responsabilizacao por pandemia - ,0.0
8218," mitags lydiajorge rodrigomaia igualin a voce! e o pior, acesso um canal conservador no youtube e la vem o coronavirus, mas ninguem falando que essa porcaria e um virus chines!!!",1.0
12624,"provas ligam laboratorio na china com origem do coronavirus, diz eua - renova midia via renovamidia",0.0
23780,"puta que pariu, agora temos o bolsonaro, covid , flamenguista e morcego que se alimenta de sangue ",0.0
6733,"o estado chines esta intensificando suas campanhas na midia em ingles para defender como o pais lidou com a crise do coronavirus, destacar as falhas dos governos ocidentais e elevar a posicao da china no cenario mundial. ",0.0
11303,minha mae me falo q viu q na china desenvolveram uma cura pro coronavirus mas q tem como efeito colateral deixar o paciente preto,0.0
20458,"em parceria com a china, doria anuncia producao de vacina contra covid- via youtube",0.0
19562," cidadaobr cnnbrasil cara, a oms so fez coisa errada ate agora sobre o covid. - protegeu a china, nao considerando o covid perigoso - nao investigou - disse para o mundo que o virus nao se transmitia entre humanos, atrasando os paises fecharem aeroportos - disse q as mascaras nao ajudavam ",0.0
18634,agora revela? documento da oms diz que china atrasou liberacao de informacoes da covid- ,0.0
21179,china registra novos casos de covid- no momento em que europa reabre suas fronteiras - istoe independente ,0.0
23568,"cada vez que alguem fala novo normal a serio, nasce mais um morcego portador de coronavirus na china ",0.0
4157,"acompanhar a cobertura sobre a pandemia da covid- , doenca causada pelo novo coronavirus, pode se tornar um gatilho para ansiedade. ansiedade brasil china coronavirus coronavirussus coronavirusansiedade coronaviruschines coronavirusdicas covid ",0.0
268,iranianos incendeiam hospital para tratamento de covid- ,0.0
4804," wanmingyang acho engracado os bolsonaristas culparem a china, pois atualmente ela pode ser considerada a maior representante do capitalismo ironicamente , porem ainda sim eles acusam a china de prejudicar os outros, sendo que ela foj uma das mais afetadas pelo covid- ",0.0
8197,"redobrar as porradas no dudu bananinha, no abraao weintraub precisamos arrumar um escrachante apelido pra esse meliante e quem mais atribuiu a china a paternidade do covid- . ",0.0
3425,coronavirus china autoriza teste de vacina em seres humanos ,0.0
7929, coronavirus aviao com equipamentos da china chega nesta quinta ,0.0
312,pastor que oferece oleo contra coronavirus poderia levar isso para a china. amem?,0.0
21934,"ele tira duvidas dos ouvintes sobre o novo surto de coronavirus na china, pacientes assintomaticos e testes rapidos da covid- . confira coronavirusfacts datoscoronavirus",0.0
14616,eua acusam china de tentar roubar investigacoes de vacinas covid- - mato grosso mais noticias ,0.0
13266," carlosminella marinasilva que covid? que pessoas? e tudo invencao da midia golpista, aliados de sergio moro que foi treinado pela cia, pago pela kgb a servico dos chineses! e serio, vi no terca livre!",0.0
9374,coronavirus china na verdade manteve o segredo por seis dias fatais ,0.0
6138,"mais de , mil casos de covid- assintomatica sao registrados na china via sputnik brasil",0.0
14762,coronavirus nasceu na china cresceu na italia fez mestrado na espanha doutorado nos eua se tornou politico no brasil abreimpeachmentcaue,0.0
21919,acordo entre doria e china para vacina anti-covid- nao garante producao em massa no brasil sociedade el pais brasil ,0.0
15016,"qualquer parlamentar que gaste dinheiro publico com insumos de combate ao covid vindos da china, e cretino e mau carater.",0.0
21277," casagrande es fazer festinha no palacio anchieta faz parte das acoes de enfrentamento ao covid? aposto que voce e seus convidados nao vao sofrer lockdown. alias, voce nao tinha testado positivo pro virus chines? ja ta podendo dar festinha assim? ",0.0
7964, vaticano recebeu da china material para combater o novo coronavirus ,0.0
12127,"cerca de , milhoes de telefones moveis desaparecidos sao encontrados em crematorio de wuhan, pessoas que foram mortas por coronavirus nao podem levar os telefones quando deixaram este mundo. eu rezo aqueles mortos almas vitimas, china infeccao oficial de , e morte ",0.0
9090,"morning call -usa suspende pagamentos temporariamente a organizacao mundial de saude, alegando que a omc demorou falhou em ser mais proativa e avisar sobre a pandemia do coronavirus. china critica tal movimento.",0.0
12151,coronavirus nasceu na china cresceu na italia fez pos na espanha doutorado nos eua e virou politico no brasil,0.0
16495,medicos detectam sintomas diferentes nos casos de covid- mais recentes na china via elpais brasil,0.0
10914,e aqui que tem um morcegomedo de sair na cozinha e me bater com ele e pegar coronavirus.,0.0
9799,"esse e o pessoal na china relaxando a quarentena, mesmo sem distanciamento social com muito cuidado, diferente daqui no brasil que o pessoal nao usa a protecao devida. olha os cuidados que eles estao tomando enquanto no brasil tem gente que acha que covid- nao existe... ",0.0
20973,"coronavirus voltou a atacar a china, se fode ai pastel de flango",1.0
15646,navarro a china deliberadamente permitiu que o coronavirus se espalhasse para fora de suas fronteiras. ,0.0
1422,"coronavirus identificado em pangolins analisada pelos cientistas aponta de similaridade com a do surto em humanos. pangolin tem aparencia de um tatu e alimenta de formigas. na china, fazem das escamas o uso medicinal pangolin e morcego sao hospedeiros de coronavirus ",0.0
17252," radioitatiaia a china e obrigada a testar primeiro em todos os chineses e colocar o povo pra comer morcego ... se nao morrerem de covid, pode distribuir pro resto do mundo",0.0
4008,quem trouxe o coronavirus da china foi a globo so pra gente ficar em casa assistindo bbb.,0.0
18969,foi so o realdonaldtrump anunciar corte da grana que a oms comeca a falar a verdade?! oms china atrasou envio de informacoes sobre coronavirus via revistaoeste,0.0
10528,"e preciso tomar muito cuidado com essas mascaras de protecao que estao vindo da china , porque podem estar contaminadas com o coronavirus , e preciso fazer testes antes de libera las para uso da populacao ",0.0
20559," apos a testagem, disse o governador, havera a transferencia da tecnologia para a producao em larga escaa pelo instituto butantan. doria anuncia parceria com chineses para produzir vacina contra coronavirus quando ela for aprovada ",0.0
933,"wechat, o aplicativo de mensagens mais famoso da china, esta censurando mensagens sobre o coronavirus ",0.0
8275, g q isso a china tem com coronavirus os e u a estao com quase milhao essa guerra comercial ficou em riba do expediente,0.0
15795,"eu vou no supermercado e em minutos descubro que o coronavirus e uma arma biologica criado pelos chineses pra crescer economicamente e que e por isso que eles tiveram menos mortes que os outros paises. e que jesus ta voltando, inclusive nasceu em dezembro junto com o corona",0.0
1020,"se a vida te da coronavirus, voce resolve seus problemas demograficos com ele tatiana prazeres china corre para nao envelhecer antes de enriquecer ",0.0
7247," southsenpai sao os aliens, aliens petistas chineses portadores de covid- ",0.0
18368, mas com a participacao da china e seu covid- esta se concretizando o velho sonho . estamos fadados a venezualizacao. joseferrazdeol jqteixelra jrguzzofatos kimpkat kimpaim leandroruschel lclpinudo minluizramos leobolsoneas wendellgjj ,0.0
18178,"o presidente norte-americano, donald trump, acusa a oms de ser muito indulgente com a china na crise do coronavirus ",0.0
83,relato de um professor da unicamp sobre o coronavirus na china ,0.0
12119," marcosmion esses dados da china mostra mais uma vez a manipulacao do governo. assim como todos os dados da china, nao da pra confiar. nao que o brasil esteja bem perante o covid, mas a comparacao deve ser feita com algum pais mais serio.",0.0
12798, e misiano abyissal a teoria e que o g facilita na propagacao do coronavirus e da manipulacao em massa tudo invencao da china pra deixar o mundo todo vermelho pt,0.0
18383," ig honorat nhrtmxs obrigada por postar o link, ate porque existem outros tipos de covid s e nao foram os morcegos que transmitiram pra humanos como muitos acham aquele video de pessoas comendo sopa de morcego inclusive foi na europa e nao na asia .",0.0
13277,china zomba do governo americano em animacao sobre coronavirus ,0.0
6916," iratusporcum simplesmente tornaram a china, o polo industrial do planeta. agora que paguem o preco...testes covid que nao funcionam...e etc",0.0
15091,brasil registra alta de exportacoes para china em meio a crise da covid- via uoleconomia uol,0.0
4918,"midia australiana nao se furta a dizer a verdade, de forma direta, sem rodeios sobre a i responsabilidade da china na pandemia do covid- ! me rendo ao comentario do dep. bolsonarosp e sua analogia a tragedia de chernobyl! ",0.0
5697,so as china que o covid se amarra,0.0
3705,"coronavirus lentidao inicial em diagnosticos facilitou disseminacao de virus na china, diz estudo - bbc news brasil ",0.0
15014," meses de isolamento e me peguei pensando em dezembro, quando sairam as primeiras noticias sobre o coronavirus junto daquelas fotos fake de gente comendo sopa de morcego louco como nao parecia big deal ne?",0.0
11162,o covid quando tava preso e tentando sair la no laboratorio na china ,0.0
3522," izabellices eu assisti o documentario pandemia quando era apenas uma epidemia de covid na china e acabei me informando bastante sobre esse assunto. pra mim, na epoca foi muito informativo",0.0
20522," lorenag ipatrickbr butantanoficial tudo da china, nao se confia. toma quem quiser. problema de cada um. essa e a minha opiniao. so um alerta. covid muito estranho.",0.0
13293,"pessoal, na manha de hoje , recebemos mil mascaras de protecao doadas pela comunidade chinesa no rio para uso da populacao. gostaria de agradecer ao consul-geral da china no rio, li yang por nos entregar os equipamentos e ajudar nessa luta contra o coronavirus.",0.0
1557,uma grande coincidencia?hotel com pessoas em quarentena por coronavirus desaba na china - renova midia ,0.0
13892," o antagonista quanta ironia. apenas as mortes causadas pelo virus chines covid- geram comocao??? assassinatos, latrocinios, dengue, pneumonia, infartos e suicidios pelo visto sao e continuaram sendo, irrelevantes. aos olhos de nossos nobres congressistas.",1.0
12846,china na mira do mundo reino unido exige respostas sobre origem do covid- ,0.0
5986,"das quais . estao na china, que possui uma populacao de , bilhao de pessoas. isso significa que, se voce nao esta na china ou nao visitou a china recentemente, isso deve eliminar da sua preocupacao. se voce contrair coronavirus, isso ainda nao e motivo de panico",0.0
9380, bandnews partido comunista chines continua a arrancar cruzes de igrejas na china mesmo em meio a pandemia de covid- ,0.0
19724,"assim esta o painel da covid apos atualizacao, era possivel visualizar dados totais e graficos da evolucao da doenca por regiao bons, inclusive . pode achar o que quiser do governo, mas isso e inaceitavel. eu nao estou na china!! ",0.0
14631, mrholanda ginaldosouza punisher destro interessante que o covid comecou la na china comunista...,0.0
21482,trump doou cloroquina ao brasil para descarte. alguem acha que esses caras acreditam em caridade? eles temem que chineses descubram a vacina para o covid- e distribuam de graca. queriam descobrir primeiro ou tentar comprar a patente para vender ao mundo,0.0
633,numero de mortes pelo novo coronavirus na china chega a quase mil ,0.0
5534, duda kdi parece minha mae lendo uns blogs de uns caras que falam que o coronavirus e conspiracao da china pra dominar o mundo,0.0
9417,nobel de medicina diz que covid- saiu de laboratorio na china - renova midia via renovamidia,0.0
5544,"covid- china e russia ganham aos eua na america latina com poder brando, diz especialista via sputnik brasil",0.0
6026,covid- china reafirma tradicao de apoio mutuo com portugal para combater epidemia - ,0.0
14230,"pais e temos uma dominacao territorial. a italia caiu nesse conto, vendeu empresas de confeccao com marcas famosas e veja o que deu. chineses que trabalham na italia foram passar o fim de ano na china e voltaram com o covid.",0.0
7753,rs noticias coronavirus china encerra bloqueio de wuhan ,0.0
17620,"se ate fauci, imunologista do trump, diz que cloroquina e ineficaz no tratamento do covid e que nos eua o remedio para tratamento do virus chines e o rendesivir, por que, segundo nosso pr declarou, trump esta doando para o brasil milhoes de comprimidos de cloroquina?",0.0
13424,covid- documentos revelam que china sabia de riscos mas impedia laboratorios de divulgar informacoes ,0.0
121,se a china enviar coronavirus pra ca nos joga vilanaovence pra la praga contra praga,1.0
8579," agora, os estrangeiros estao proibidos de entrar na comunidade, especialmente os negros . fotos do sul da china das midias sociais chinesas mostram empresas e ate cidades inteiras proibindo a entrada de estrangeiros por causa do coronavirus. chamam de epidemia estrangeira! ",0.0
12450,"continue espalhando medo, mas nunca questione...quantos realmente morreram de covid ? sars , h n .. ambos sao coronavirus da china ...menos mortes do que o previsto pelas mesmas instituicoes cientificas respeitaveis , sem panico, sem lockdown. ",0.0
15047,"china em acao assessor de comercio da casa branca, peter navarro acusou a china de tentar hacker os computadores do governo americano para roubar informacoes sobre os estudos para o desenvolvimento de uma vacina contra a covid- . ",0.0
12627, patriciapillar fidelesjunior na semana em que o brasil ficou na frente da china em recordes no numero de mortos por covid- . esse cara tem que ser preso logo. ,0.0
17510,frases escrotas de luisalvense sobre covid -isso ai e politicagem - tao fazendo mais do que e - isso ai e so pra n ter mais aulas presenciais - isso ai e pra derrubar o bolsomiro - morre mais gente por outras causas e isso nao falam - foi a china que criou pra quebrar a economia,0.0
18751," itssamaras eternallygooner g quem disse que o covid nao chegaria ? qualquer um com neuronios ja sabia que ia chegar aqui, so me surpreendeu que o virus nao veio da china e sim da italia mas veio.",0.0
827,coronavirus vencemos o o round- numero de novos casos na china reduzindo bastante.,0.0
2766," - china anuncia epidemia do coronavirus. - bolsas em todo o mundo despencam. - china compra, com enorme desvalorizacao, a maioria das acoes das empresas estrangeiras montadas no pais. - china passa a ser a... ",0.0
10795," marcos a santoz uolnoticias falar isso com a geladeira cheia e mole. morre muito mais gente de gripe comum que de virus chines. e esses numeros estao inflados por mortes que nao eram de covid. as pessoas precisam trabalhar, as empresas precisam abrir. basta tomar as precaucoes necessarias!",1.0
9266,coronavirus chefe do pentagono acusa a china de ocultar informacoes mundo via grupometropole,0.0
16529,china apresenta vacina segura que gera resposta imune contra a covid- - jovem pan ,0.0
24165,"as autoridades chinesas anunciaram o confinamento para quase mil pessoas que vivem nos arredores de pequim. o ministerio da saude da china registrou novos casos de covid- na cidade em h, elevando o total para desde o inicio desse novo surto ",0.0
13625,trump diz nao acreditar que china vazou coronavirus de proposito - ,0.0
9967," frazaops amigo nao tens um casamento falhado para arranjar? nao devias redirecionar essa frustracao toda para culpabilizar chineses sobre o covid mas nao te preocupes, a probabilidade de ser guarda partilhada e alta",0.0
22719,"esse novo estudo da china que fala que a gente que teve covid, acaba a imunidade em meses? entao quer dizer que mes que vem eu ja to pronta pra pegar covid novamente?",0.0
14091,"sim amigo, a china realmente tem menos morte por covid que varios paises, sim amiguinho a venezuela so tem mortes por covid- e sim amigo a terra e plana tambem... incrivel como tem gente que acreditam em dados de ditadores",0.0
8174,"preparem-se para o aumento enorme de casos do viruscorona! provenientes da china, milhao de kits de teste rapido para detectar o novo coronavirus chegaram, nesta quinta-feira , ao brasil. ",0.0
619,"pacientes com coronavirus podem estar morrendo no ira e na italia porque os medicos ocidentais nao estao usando o mesmo tratamento de ponta que a china, afirma especialista da oms ",0.0
19180,china escondeu covid ler china covid news,0.0
20740,joao gabbardo reis faz exaltacao do acordo do tucano doria com os chineses para produzir vacina para o coronavirus ,0.0
22088,a culpa do coronavirus e do comunismo da china,0.0
3462,a china precisa ser responsabilizada por tudo que esta acontecendo no mundo com o covid- . isso sim sera uma grande divida historica.,0.0
14122,covid- detectado na franca antes do o caso na china faz oms pedir relatorios a paises ,0.0
15118, jornaloglobo conseguiu matar milhoes pelo mundo sem atirar nenhuma bala! esse e o crime biologico da china sendo genocida do mundo inteiro. isso e pais vagabundo dominado pelo comunismo. covid- criado em laboratorio ,0.0
1838,"ou seja, das mortes pelo coronavirus foram registradas na china ",0.0
22802,mais de dos contaminados em santa catarina ja se curaram do virus chines coronavirus oestenoticias florianopolis pandemi,1.0
15341,"sp com mais morte de covid que a china, bagulho ta doido",0.0
1907,"coronavirus apple vendeu menos de mil iphones na china em fevereiro a covid- , doenca que e provocada pela infecao do coronavirus sars-cov- , esta a atrofiar o mundo e a atividade das empresa. ha prejuizos aos milhoes um pouco por todos os segmento... ",0.0
11651,"hoje passamos a china no numero de mortes por covid- . sim, a china e ditatorial e provavelmente esconde os dados. mas nos estamos significativamente subnotificados. passamos a china em numero de mortos.",0.0
13468," vestibulares do mundo todo adiados pela pandemia de covid- -gaokao, da china -bac, na franca -sat, nos eua -a level, na inglaterra adiaenem",0.0
3406,"a china demora meses para admitir um problema com a doenca covid- , abafando os casos, censurando a populacao, sumindo com jornalistas, censurando ate os medicos que identificaram, e pouco mais de mes depois do reconhecimento da doenca anuncia uma vacina? estranho nao?",0.0
20703,"doria assinou um contrato de desenvolvimento de uma vacina para o covid- , com a sinovac, empresa da china, e o instituto butanta. o contrato foi assinado em agosto de . como assim agosto do ano passado? entendeu ou precisa desenhar?",0.0
23918," estadao estadaointer na china tudo e lindo, tudo e perfeito, nem parece que foram eles que causaram essa merda toda e demoraram para alertar o mundo do real perigo do covid...",0.0
13362,"de palmeriodoria donald trump levou uma patada no cranio. caiu-lhe a peruca quando soube que o comeco da covid- foi localizado no fim de na europa, mais precisamente na franca, um mes antes dos acontecimentos na china. xi jinpig, enquanto isso, ri de orelha a orelha. ",0.0
23617," edicao covid excelente a decisao do governo brasileiro, isso nem se discute. o que esta em jogo, no mundo, e o mercado, com esse lance ousado a inglaterra, de um modo inteligente e ousado, vai ficar com o mercado brasileiro. isso e visao de futuro, sair da saia da china.",0.0
14902,"estou a estudar regulamentos da oms, pq isso e uma cadeira de veterinaria, e guess what? a china realmente violou uns quantos... tinham h para notificar a existencia do covid, ja admitiram so foi comunicado dias dps. entao para que serve um tratado q eles proprios assinaram?",0.0
21320,uniao europeia nomeia oficialmente a china como fonte de desinformacao sobre o coronavirus pela primeira vez ,0.0
5758,comparacao foi feita pela secretaria de saude mostra que sao paulo tem vezes mais mortes diarias por coronavirus do que a china. coronavirusplantao,0.0
16587,"se a china enviou o coronavirus para ca , a gente podia enviar bolsonaro pra la . cada um envia a praga que tem .",0.0
8233,policia prende chineses que vendiam testes para coronavirus roubados em cumbica ,0.0
19408, china acusada de mentir advierte que la lucha contra el coronavirus continua ,0.0
4973,"vim aqui, contra covardes divulgadores de ciencia , acusar de novo o partido unico chines pela pandemia. aviso mais recente, de marco de , e de cientistas de wuhan muito provavel que surtos de coronavirus futuros originar-se-ao em morcegos, ... isso ocorrera na china . ",0.0
22417," tesoureiros foi esse mesmo pescotapa das ideias que falou que quem morre por covid- , e picotado pra mandar seus orgaos pra china.",0.0
9713,a china e pai do virus coronavirus!! ,1.0
6628,"todas as vitimas do covid- e de responsabilidade, ainda que parcial, do presidente chines xi jinping e de toda a alta cupula do seu governo! ja passou da hora do mundo deixar de depender da china como punicao. ",0.0
17704, tercalivre porque nenhum jornalista ou orgao de imprensa culpa ou conta na china comunista e responsabilidade deste ataque terrorista chamado de covid . qual sera o proximo ataque da china? ,0.0
9946," eikebatista epidemia de sars e ate a crise financeira global. os dados refletem os dramaticos esforcos da china para conter o coronavirus, os quais incluiram o fechamento de fabricas e escritorios em janeiro e fevereiro, quando o surto fez milhares de doentes.",0.0
14743," raquelaesilva jdoriajr psdboficial pr haddad agenda . autorizou a compra de milhoes de mascaras de cuba,venezuela e china,para o combate ao covid. autorizou ministro da justica freixo picol trocar a cupula da pf q estava investigando processos contra ele. visitara a pe o stf hoje. almoco c lagosta.",0.0
7301,"a voz popular como os chineses enfrentaram a quarentena com esperanca, arte e humor medo e culpa parecem estar rapidamente se tornando as emocoes determinantes dos norte-americanos em relacao ao covid- . as... materia completa em ",0.0
718,coronavalentine ponto final c . . coronavirus covid china pandemic valentinesday ,0.0
15360,mortes pelo coronavirus em sao paulo chegam a . e superam total registrado na china ,0.0
7489," nenhuma morte por coronavirus na china pela primeira vez desde janeiro. nas ultimas horas tambem nao houve contagio local. a china vem reduzindo os contagios locais por coronavirus, semana a semana. el periodico, espanha ",0.0
15573, lyanderreis ele deve ta la na china em alguma feira pronto p ser comido e liberar o covid- ,0.0
11137,partido comunista da china - numeros milhoes de opositores mortos nos ultimos anos milhoes sumiram com o coronavirus nos ultimos meses.,0.0
2776,"ai eu ouco o corona virus e uma bomba que os chineses fizeram pra afetar todos,uma mistura de cancer com hiv ai a outra pessoa fala por isso que eu vi que uma das formas de tratamento e o coquetel da aids eu to????? oi???? genteeem coronavirus ",1.0
1892," o primeiro nao apresenta resultados esperados mesmo com a alta do dolar, por causa da queda na demanda de uma china tendo que lidar com o coronavirus e uma argentina quebrada, por exemplo. e os investimentos estao muito abaixo do que paulo guedes sonhou, ",0.0
5073,"mais de mil pessoas ja se recuperaram do novo coronavirus em hubei, na china ",0.0
3785,embaixada da china repudia post de eduardo bolsonaro que culpa china pelo coronavirus mundo g ,0.0
15785,"china e franca defendem que vacina contra a covid- seja bem comum , e resolucao europeia pede reforma da oms ",0.0
14227, ciencia covid- china pediu a oms para adiar um alerta global sobre o surto tvi ,0.0
16213,os casos de coronavirus na china cai em todo os territorios ,0.0
12227,"as agencias de espionagem dos eua acreditam que o covid- se originou na china, mas nao foi fabricado pelo homem nem geneticamente modificado, disse quinta-feira a entidade que supervisiona as operacoes de inteligencia de washington. ",0.0
8351, senadorkajuru china tem que explicar os epis e testes rapidos de covid escondidos por chineses em sp e que os individuos dizem fazer parte da camara do comercio da china.apreencao em sp .,0.0
18468," videowhatbrasil fpriscilafs gripezinha rosacar yatos woman navesalysson felipeneto nao culpe a globo. olhemos para epidemiologistas e infectologistas. unanimemente dizem que a coisa e seria. a covid surgiu em nov. na china mas se alastrou em janeiro na europa. em fevereiro, o mundo cientifico ja tinha entendido que as premissas eram serias. estamos em junho",0.0
11224,"mais uma viagem da direita extremamente drogada. o covid- e obra do comunismo. pesquisa encabecada por professor talvez de havard, que educou dois chineses para modificar geneticamente o virus e planta-lo nos eua. o cientista recebeu us , milhoes e o fbi o prendeu. ",0.0
17265," dnclaudiasp xeroque rolmes elpais brasil felipebetim mais assustador ainda e o uso da epidemia do virus chines covid- como ferramenta da mais baixa politicagem, em uma especie de campanha presidencial antecipada de .",0.0
