Tweet,Label
" andre cvlcnt irmao, o coronavirus apareceu em novembro na china. os cuidados e alertas comecaram em janeiro. vcs so se espertaram depois da manifestacao do dia , nos estamos em marco. para de hipocrisia, e fica em casa, estas quase na idade de risco ",0.0
o cara diz que o coronavirus foi uma arma inventada pela china pra prejudicar os outros paises etc e ainda me chama de acefala kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,0.0
"a situacao e grave e isso nao e exagero. mas e quase divertido estudar, em tempo real, a criacao simbolica do inimigo. giorgio agamben, filosofo italiano, e uma das referencias no tema. donald trump, ao chamar o coronavirus de virus chines , ilustra exemplarmente a tese.",0.0
e quando vc ta na fila do mercado e na sua frente esta um casal de chineses.. usando mascara... coronavirus covid melasquei,0.0
"galera que ta putinha com o pessoal que diz que o coronavirus foi criado pela china, independente se foi ou nao, faca um teste em si mesmo se estivessem falando que o virus foi criado pelos eua, voce acreditaria? seja honesto! pensou sim, ne! entao vai tomar no cu!!",0.0
pompeo alerta china sobre rumores estranhos que ligam o covid- aos eua ,0.0
china rebate ataques de trump sobre coronavirus e decide pela retirada de jornalistas americanos do pais ,0.0
 da manha e eu tendo q explicar pq essa merda de q a china inventou o coronavirus p comprar acoes baratas na bolsa e etc e fake e uma teoria da conspiracao de maluco,0.0
coronavirus apple anuncia fechamento de todas as lojas fora da china ,0.0
"china divulga a primeira imagem do coronavirus, visto de um microscopio, e alerta a populacao esse virus pode acabar com a raca humana! ",0.0
"o brasileiro e o povo mais inteligente do planeta, descobriram que o covid- e um plano da china, pra ficar rica, gente, como o mundo nao pensou nisso? ",0.0
" sos atencao sos a organizacao mundial da saude oms , em seu informe diario, anunciou que cientistas chineses descobriram o remedio de prevencao do covid- coronavirus o unico meio de se prevenir e me dando um beijinho.",0.0
ae coronavirus pega no meu pau e da meia volta pra china filha da pulta,0.0
uma materia que saiu disse que uma pessoa na china passou o coronavirus pra mais de mil pessoas,0.0
boy fkkfkd e pensar que o coronavirus comecou com um ai mas tbm ne quem caralho come sopa de morcego???? ,1.0
" thatianaaaoli gripe aviaria, china gripe suina, china peste africana, china covid- , china wuhan, onde surgiu os primeiros casos e o unico lugar da china onde ha um laboratorio com capacidade de manipular e mutar virus a bolsa chinesa e a que menos cai no momento.",0.0
"e verdade que tem um vereador cretino aqui de natal que ta cagando pela boca com a ideia estapafurdia de que o coronavirus foi invencao dos chineses para baguncar o mundo? ja devem imaginar quem ele apoia, ne? pior e era cirurgiao dentista e foi meu professor. confere isso?",0.0
"logo apos trump falar em virus chines , o vira lata que ocupa o palacio do planalto acusa a china de ter lancado o coronavirus para recuperar a economia. a tatica e a mesma. se trump vencer, bolso dara o golpe. fechara congresso e stf e, colocara os milicos nas ruas. me cobrem.",0.0
e minha mae e eu hj q fomos em todas as lojas xing ling do barreiro kkkkkkkkk coronavirus entrando na minha casa disfarcado de luminaria,1.0
eu simplesmente nao aguento mais ler tanto racismo com as pessoas espalhando q a china disseminou o covid- pra crescer economicamente!!!!!! eles voltam a comer morcego so que milionarios meu deus calem a boca eu imploro,0.0
coronavirus cria novas tensoes entre eua e china ,0.0
 china desenvolveu o covid- block,0.0
"a verdadeira face dos irresponsaveis e a da mentira. se a epidemia do covid- foi divulgada em janeiro pelos chineses e bastante por toda imprensa, os senhores se nao sao hipocritas e capazes de vender as suas... ",0.0
china anuncia que tem menos casos locais de coronavirus radioararaquaranews araraquara mundo ,0.0
meu namorado acredita na teoria q o coronavirus foi criado pela china pra abalar a economia. taquei artigos cientificos na cara dele que comprovam que o virus nao e manipulavel e ele ainda acredita na teoria... misericordia senhor,0.0
china registra novos casos de coronavirus ,0.0
china registra novos casos de coronavirus - web radio maxline ,0.0
"veremos o pib da china do pos covid- , daqui a um ano..! ",0.0
"ao menos o coronavirus me fez ouvir glam metal de novo, obrigado china",0.0
covid- . pandemia levou a reducao drastica da poluicao na china e em italia ,0.0
coronavirus a eu vou pedir umas coisas da china vai chegar rapidinho ,0.0
"bbc news brasil - perfil de mortos por coronavirus na italia e o mesmo da china, mas taxa de mortalidade e tres vezes maior ",0.0
" cnnbrasil pauloparmm comecou a bater no presidente realdonaldtrump ? eu pergunto a cnn, o de comecou esse coronavirus? na china, ne? entao nao venham com fakenews",0.0
"perfil de mortos por coronavirus na italia e o mesmo da china, mas taxa de mortalidade e tres vezes maior ",0.0
nao e coronavirus e virus chines. basta de politicamente correto.,1.0
china registra novos casos de coronavirus ,0.0
"mas eu fico bem indignado que so agora estao usando as calculadoras, podia ter feito todos exercicios matematicos quando ainda nem tinha saido da china o coronavirus os recursos de calculo ja estavam todos disponiveis.",0.0
o coronavirus veio da china ou foi criado pelos estados unidos? ,0.0
"enquanto o coronavirus tava na china, eu tava tranquilo, agora o bagulho fez eu ficar em casa dias sem ih pro agricola",0.0
"posso estar errada, mas pra mim esse coronavirus , e mais uma jogada da dona china. sempre as pandemias vem daquele lugar. e agora estao com a porcentagem de pessoas infectadas controlada. sei nao, mais uma jogada de valores ai em. golpedachina",0.0
coronavirus ameaca producao da apple na china ,0.0
"a china comunista criou o coronavirus e espalhou pelo mundo, para acabar com o capitalismo, e nenhum cientista do mundo capitalista ate agora conseguiu entender isso. so o jose manoel, tecnico em eletronica, bolsonarista, sacou a parada. palmas pro ze mane! ",0.0
"queria saber em que mundo vivem aqueles que acreditam que a china inventou esse novo coronavirus so pra vencerem a guerra comercial contra os eua. hum beleza, virus criado. onde colocamos? los angeles? new york? nah, que tal aqui no interior da china mesmo? ",0.0
coronavirus obg por me fazer nao ver minha gatinha por n deixar o estagio acontecer agr por atrasar um semestre e chines vai toma no cu sopa de morcego o krl,1.0
covid- e altura de portugal pedir ajuda a china - medicos de lingua portuguesa de macau ,0.0
"trump tem toda razao , foi da china que tudo comecou e nao foi a primeira vez ... realdonaldtrump gera mal-estar ao usar termo virus chines para se referir ao coronavirus cnn brasil ",0.0
"tal qual aconteceu na china, temos subnotificacao de covid- no brasil. ou voces acham mesmo que hoje so temos casos por aqui? o sistema de saude sabe que nao tem capacidade pra cuidar de todo mundo e portanto so faz teste mesmo em pacientes de grupos de risco.",0.0
se a china proibisse a utilizacao de morcegos como comida isso nunca tinha acontecido. agora pensem bem como que a aids comecou ? mesmo processo. coronavirus coronaviruspandemic coronapocolypse,0.0
estes chineses ja estao preparando o covid ...e so uma questao de tempo. ,0.0
ironicamente o lugar mais seguro do covid- hoje e justamente na china,0.0
" oficialmente, a china terminou, senao a luta, pelo menos o primeiro round, com vitoria por nocaute contra o novo coronavirus , diz euripedes alcantara ",0.0
o que e coronavirus? covid- coronavirus e uma familia de virus que causam infeccoes respiratorias. o novo agente do coronavirus foi descoberto em apos casos registrados na china. provoca a doenca... ,0.0
 fred kong andrea moura coronavirus foi criado na china em um plano comunista?,0.0
a china a disponibilizar envio dos seus profissionais de saude assim como produtos para ajudar a combater o coronavirus em espanha podem ter demorado a reagir mas depois fizeram um trabalho brutal e tomar as medidas adequadas e agora querem ajudar os paises da europa ,0.0
"semana passada colocaram no grupo da familia que uma estudante de uma faculdade na china tinha descoberto a forma de combater o coronavirus ingerindo vitamina c, mas so podia ser limao cortado na agua quente. man, na hora que vi isso comecei a rir e brinquei respondendo que",0.0
" vanecosta jgzzzo amiga, ja estou de quarentena desde q covid- apareceu na china. bora todo mundo de quarentena. informacao portugal ",0.0
pompeo alerta china sobre rumores estranhos que ligam o covid- aos eua ,0.0
ah mano mto chato esse anuncio do coronavirus tinha q ter mostrado video da china e da europa q dai eles iam entrar em desespero e ia acontecer o apocalipse la dentro,0.0
 jairbolsonaro abrahamweint bolsonarosp generalmourao carlazambelli carlavalentejb capitaoderrite depheliolopes majorvitorhugo realdonaldtrump sf moro sikerajr sou patriota coronavirus o golpe da china em anos. o mundo precisa reagir. ,0.0
" multimidia italia elogia especialistas medicos chineses que ajudam a combater epidemia de coronavirus, diz porta-voz ",0.0
o ar de dentro do plastico bolha de produtos vindos da china e de outros pais com pandemia podem conter e transmitir o coronavirus. coronavirusnobrasil ,0.0
"hj a ficha caiu com esse lance do coronavirus. to de quarentena em respeito a quem nao pode estar, mas deu gatilho pra ansiedade... pqp! me imaginar como os italianos e chineses estao vivendo no momento, nossa me da uma angustia horrivel que fase estamos passando!",0.0
pompeo alerta china sobre rumores estranhos que ligam o covid- aos eua - ,0.0
"qual o impacto na logistica mundial, considerando o epicentro do covid- na china? vai faltar insumos e produtos acabados para a populacao, apos os estoques fora da china se esgotarem? ",0.0
"parcero eu moro no rj, aceito morrer com assalto, tiroteio, mas de coronavirus nao, isso ja e falta de respeito. essa doenca veio la da china pra perturbar minha vida nao",0.0
a china e a unica culpada do coronavirus. a china virus chines ,1.0
"a mulher do meu cunhado falando q o coronavirus e culpa da china, porque eles querem desvalorizar a economia global. jantei cedo! adivinha em quem ela votou?",0.0
haha a guria do meu trabalho acha que o covid- foi liberado pelos chineses de proposito,0.0
" realdonaldtrump nao senhor trump. o inimigo e a china e o coronavirus foi um xeque-mate da china contra os usa nessa guerra comercial. criaram um virus, derrubaram a economia mundial e estao comprando petroleo, acoes etc. abaixo do preco. basta esperar o anuncio do gdp da china.",1.0
" florasi o coronavirus deixou o fort detrick, uma instalacao do comando medico do exercito dos eua, onde armas biologicas sao desenvolvidas.e teria sido introduzido em china durante os jogos mundiais militares de wuhan em outubro de .",0.0
"mike pompeo acusa china de espalhar desinformacao sobre coronavirus em conteudos divulgados nas redes sociais, os chineses acusam o exercito americano de ter levado a epidemia do coronavirus a wuhan, epicentro do coronavirus. no momento em que a pandemia adquire proporcoes ",0.0
"o coronavirus saiu la da china foi passando os paises tudo, chegou no brasil passou por sp e foi andando ja chegou la no carmo, ta aqui do lado em passos e em itau nem sinal, abandonados por deus",0.0
"vacina da subunidade contra covid- , criada por especialistas da academia de ciencias medicas militares, foi aprovada para testes clinicos na segunda-feira a noite, informou a china central television na terca-feira.",0.0
"agora que descobriram que a pandemia comecou quando o paciente zero comeu um pangolim na china, a letra da musica do mamonas assassinas vai mudar para comer tatu e bom que pena ter coronavirus ",0.0
"pessoas com tipo sanguineo a podem ser muito mais vulneraveis ao novo coronavirus sars-cov- , enquanto as que tem o tipo o sao mais resistentes, revelou um estudo preliminar conduzido por cientistas chineses que analisaram o sangue de mais de mil pacientes com a covid- .",0.0
 china reduz casos do novo coronavirus e tenta retomar rotina ,0.0
espero que seja verdade! curacoronavirus fiqueemcasa china iniciara testes clinicos de vacina contra coronavirus via portalr ,0.0
"tava pensando.. serasse o covid- foi um virus produzido na china, para reducao de populacao e deu ruim.......... ????",0.0
calculos de mandetta tao em sintonia com o q vemos na china e na europa e justamente por isso o distanciamento social e melhor forma de reduzir impacto do coronavirus. ate julho crescimento exponencial e estabilizacao a partir de entao.vai ser ano dificil! coronavirusnobrasil,0.0
china sai da defensiva e reivindica lideranca global contra coronavirus ,0.0
bom lembrar que na china por causa do coronavirus a poluicao no ar diminuiu drasticamente,0.0
"o brasil tem da populacao da china e, no mesmo periodo matou a mais que a china com o virus, so por assassinato considerando a queda de que fez . vitimas no ano! nao subestimando em nada o covid , o alarde esta totalmente desproporcional e tendencioso segue ",0.0
"pergunta que nao quer calar onde estao sepultando as pessoas vitimas do coronavirus no mundo? sera que existem cemiterio clandestino na china, italian e outros paises da asia e europa?",0.0
"entendam de uma vez o coronavirus foi gerado na china, porem a culpa nao e dos chineses. a china abriga um terco da populacao mundial, e nem todos vivem com os seus cuidados diretos basicos. por isso gera doencas e etc. entao antes de falarem merda pensem com senso gt gt ",0.0
eua e china tentam culpar um ao outro pelo surgimento do coronavirus ,0.0
"o tipo de adolescentes que estamos formando - a namorada do meu irmao compartilhou um texto em que era dito que coronavirus era um golpe da china para derrubar a bolsa e comprar todas as empresas do mundo . eu respondi, didaticamente, ela respondeu ",0.0
"eua deveriam aprender com china e cuba como combater covid- , diz tecnologo via sputnik brasil",0.0
china registra novos casos de coronavirus ,0.0
china registra novos casos de coronavirus agora noticias brasil - sua fonte de noticias ,0.0
china - consumo de lacteos para fortalecer a imunidade contra coronavirus - ,0.0
"excelente documentario sobre o cotidiano na china nos tempos do novo coronavirus diario da quarentena em pequim , de sebastien le belzic franca, . vejam com legendas em espanhol dica preciosa da analuciaraujo ",0.0
"tendo a china como exemplo, a tendencia e que a crise provocada pelo coronavirus chegara ao pico e depois caira. esta e a expectativa para o brasil. porem, durante a forte turbulencia, o brasil precisa de um lider para apresentar solucoes coronavirusbrasil",0.0
"um dia que comecou com a porta do meu carro com fezes de morcego de cima a baixo, passou por preocupacoes diversas colacao de grau, emprego, covid , poderia terminar com um cafune. vou ler uma besteirinha pra tentar sonhar bem. espero que consiga.",0.0
" ah mas o coronavirus foi criado pra enriquecer a china sim e dai???? o que muda no sentido pratico da coisa? deixa depois os eua mandar uma bomba nuclear la, voce precisa e evitar contato pessoal e se cuidar. o que o seu arminio de osasco vai fazer o que a respeito da china?",0.0
 china reduz casos do novo coronavirus e tenta retomar rotina ,0.0
china registra novos casos de coronavirus agora noticias brasil - sua fonte de noticias ,0.0
"gente, se vc e daqueles que acreditam no covid- como uma conspiracao da china, td bem, blz. mas independente disso, o virus ta ai circulando e fazer como o pr com declaracao afirmando tais teorias em vez de tomar iniciativas para conter o avanco do virus e algo irresponsavel.",0.0
manas um informativo importante sobre o coronavirus!!!! segundo estudos feitos nas vitimas da italia e china foi descoberto que o ibuprofeno pode ser um grande agravante para a infeccao...,0.0
" bbbonitao o coronavirus surgiu atraves de animais. morcegos que infectaram grande maioria dos animais vendidos nos grandes mercados da china! e os chineses que logo comem de tudo contrairam o virus dessa forma. entao sim, o covid- pega em animais !",0.0
china tem medo que os americanos descubram a verdade do projeto coronavirus chines.....golpe baixo na humanidade!!! ,0.0
atualizacao covid- global . ate . casos confirmados . novos casos . mortes . novas mortes china. fora da china ,0.0
"so mil mesmo ou esqueceram que a china tem mais de bilhao e milhoes de pessoas? estadao vao tomar no cu, vao! dizem que morreram so mil pessoas , diz guedes sobre coronavirus na china ",0.0
" de fevereiro - eua repatriam cidadaos que estavam confinados em cruzeiro e agora soma casos. pela primeira vez desde de janeiro, china registra menos de mil casos de covid- . bolsas de valores europeias tem queda ",0.0
"tava na hora do trump da nome aos bois. o coronavirus e um virus chines sim. e foda se a xenofobia. e fato na nossa cara, aqueles irresponsaveis nao fizeram nada pra conter.",1.0
 oatila oatila por que a india tem pouquissimos casos de covid- ? sendo quase tao populosa quanto a china e com poucos habitos de higiene? o fato de quase da populacao ser vegetariana pode influenciar e ajudar a imunidade deles?,0.0
china registra novos casos de coronavirus ,0.0
" rafaelmachalela pensar para nao reagir as pressas, ou seja, e mais seguro agir p nao ter que reagir feito uma barata tonta com sangue frio. china deve ser vista como uma referencia n equacao resposta preventiva ao covid- , mas para tal e importante perceber o grafico e a curva da pandemia la",0.0
"com dados colhidos na china, artigo na sciencemagazine aponta que das infeccoes por coronavirus nao foram identificadas antes da restricao de viagens, em . . e que casos nao documentados foram fonte de infeccao de dos casos documentados. ",0.0
 fecastanhari quando ele disse q coronavirus e uma invencao da china ?,0.0
dando haha em post de gente falando q o coronavirus foi criado na china pra desestabilizar os eua,0.0
que comecem os jogos eua e china tentam culpar um ao outro pelo surgimento do coronavirus ,0.0
 g g nesse carnaval obvio e que havia pessoas com covid- . o por que omitiram de nos ? solicitamos esclarecimentos do presidente do ministro da saude da economia e rede globo que tem correspondentes na china e italia,0.0
coronavirus. china diz ter desenvolvido vacina com exito ,0.0
 flordelotus criticanac e eu acuso a china de ter fabricado o coronavirus. isso e virus de laboratorio! foi deliberado!,0.0
eu ainda acredito que o coronavirus seja uma estrategia da china pra dominar tudo,0.0
o cara me afirma que o coronavirus e um virus desenvolvido em laboratorio com o objetivo de ser uma arma biologica em favor da china eu pergunto sobre a fonte desse fato ele me manda um se vira ,0.0
 estimativa p o crescimento da economia chinesa ate o fim do ano crescimento mundial em antes do coronavirus estimativa de lt imprensa destaca - na china pra . entendeu o motivo das bolsas cairem? e o negativismo fabricado pela imprensa que gera o panico. ,0.0
sim cleito foi a china que fez o coronavirus pra acabar com a economia do mundo agora vai lavar a mao,0.0
coronavirus china pode ter identificado paciente zero ,0.0
"para quem nao sabe, china hoje, tem pib de u trilhoes, segundo do mundo, atras dos eua de u trilhoes. vide abaixo e calculem ! coronavirus pode custar us bilhoes a china, ou , do pib do pais internacional e commodities valor investe ",0.0
china completa medicamento para o covid- que reduz a febre ,0.0
o que devemos fazer a respeito do coronavirus e enviar a conta de toda essa bagunca para a china.,0.0
china completa medicamento para o covid- que reduz a febre ,0.0
" . casos confirmados de covid , ate agora, no mundo. . casos fora da china. . mortes, incluindo . fora da china. coronavirus coronavirus coronavirusnobrasil coronavirusbrasil coronavirusoutbreak coronaviruspandemic ",0.0
"... privada poderem ficar em casa c garantias trabalhistas, bolsonaro ainda continua fazendo arminha com a mao, bostejando pela boca, agora so falta dizer que o covid- e criacao da globo com financiamento do george soros e c apoio da china comunista.",0.0
"coronavirus china acaba de anunciar o quase controle do corona virus. depois de espalharem o terror e derreterem todas as bolsas de valores, baixarem o preco do petroleo, irao comprar mais barato. meta batida como... ",0.0
"ainda debatemos sobre o assunto. na opiniao dele isso ai e pra levantar a economia da china, comprarem acoes e o dolar subir. e que nao devemos nos preocupar .. comecou me questionar quantas pessoas eu conheco que estao com coronavirus",0.0
prq nao ganho na loto? china diz ter desenvolvido com exito vacina contra a covid- ,0.0
"eua deveriam aprender com china e cuba como combater covid- , diz tecnologo via sputnik brasil bolsonaroacabou",0.0
coronavirus falira mais pessoas do que as matara a russia e a china querem reformular os mercados globais - e os equilibrios de poder - em proveito proprio. ,0.0
"pangolim seria o hospedeiro intermedio do coronavirus essa noticia saiu a alguns dias mais ainda vale dizer. esse animal contraiu o virus num mercado de peixes e nao apresentou sintomas, na pesquisa que fizeram ele teria pegado o virus de um morcego. o pangolim... cnnbrasil",0.0
cada vez que um conspiracionista fala que a china criou o coronavirus pra prejudicar a economia global uma pessoa com cerebro morre,0.0
"coronavirus galopante no brasil. rebeliao em presidios de sp, estimativa de fuga de presos. moro propaganda da lava-jato, eliott ness. guedes reformas, reformas... so mortes na china. bozo muita histeria, gripinha de nada. e o pt, e o lula????? ",0.0
"eu sinto uma sensacao de impotencia enorme sobre o coronavirus, quando a bomba estourou na china o brasil deveria ter tomado as devidas providencias e nem hoje ainda fechar am nossas fronteiras e aeroportos, boa br ",0.0
"sim, eu acredito num ataque... e, assim como coronavirus, muitos virao e nao necessariamente da china. o globalismo esta ensandecido e quer controlar a populacao mundial... controlar o aumento da populacao e preservar o planeta. respeitemopresidente ",0.0
"first in, first out. china reduz casos do novo coronavirus e tenta retomar rotina ",0.0
"esse coronavirus e o chinavirus novamente. esse pais comunista especula tudo, agora com o codvid a china caiu e volta a se levantar. muito cuidado todo o mundoreal. a china desenvolveu essa porcaria e qual porcaria irao pagar pelo que fizeram? sempre matam e matam mta gente",1.0
"coronavirus ja foi um puta pesadelo na china e agr esta tudo sendo controlado, hmmmmmmmm no minimo estranho",0.0
" barbaragancia segundo essas expectativas o coronavirus vai bater mais forte aqui que na china, pq la em dois meses as coisas comecaram a melhorar. alias, pior aqui do que no mundo todo.",0.0
eu olha o coronavirus em meu avo culpa desses chineses safados,1.0
"diario do coronavirus em wuhan a historia de um casal em quarentena onde tudo comecou. um casal vive uma vida normal em wuhan, na china ele produz videos, ela e enfermeira da ala de emergencia de um hospital. ",0.0
as pessoas zombam sobre a teoria de que o coronavirus possa ter sido criado pelos chineses mas nao tem nocao o quanto esses paises sao capazes de fazer varias coisas por interesses proprios... so q as pessoas preferem mais acreditar no obvio e no que elas possam ver kkk old,0.0
eua e china tentam culpar um ao outro pelo surgimento do coronavirus ,0.0
"minha opiniao sobre o covid- no momento nao ha muito o que fazer a nao ser se prevenir, porem a questao ainda fica encrustada nos meus pensamentos. quando a oms vai cobrar da china pelos estragos feitos? afinal, morreram mais pessoas fora da china. opasomsbrasil opsoms",0.0
meu deus do ceu que a minha familia tem o pezinho na conspiracao covid-china,0.0
"se hoje existem tantas pessoas infectadas pelo covid- sem diagnostico correto, vamos lembrar dessas falas do ministro lhmandetta. nos poderiamos ter estudado o virus, poderiamos ter analisado os dados da china e da coreia do sul, poderiamos ter encomendado kits de teste ",0.0
sopa de morcego uma delicia... coronavirus,1.0
" agazetaes mas vao funcionar. o medico, dr. joao prates, na cnnbrasil acabou de confirmar que criancas abaixo de anos nao morreram na china de covid- ! nem uma! estou um artigo aqui de feng et al. , casos confirmados, zero mortes dessas criancas. ",0.0
 - preconceito contra chineses p conta do coronavirus e um absurdo - alguem com cara de turista tossindo. quando vao fechar as fronteiras? fecha as fronteiras bonoliro! ,0.0
"fechar fronteiras parece dar bons resultados covid vizinha da china, coreia do norte tem zero infectados e zero mortes por coronavirus ate de marco ",0.0
"com o numero de casos do coronavirus caindo na china, principalmente em hubei, os hospitais da cidade retomam aos atendimentos normais. veja a materia do mundo china ao ar no bandnews apresentado por pablo ribeiro! mundochina hubei wuhan china ",0.0
economia da china tomba apos coronavirus paralisar fabricas e consumo ,0.0
eu to suave de trabalhar enquanto meu trampo nao entra em quarentena... mas a pior parte e ter que aturar gente falando o dia inteiro sobre o coronavirus ser um golpe da china,0.0
"eua deveriam aprender com china e cuba como combater covid- , diz tecnologo via sputnik brasil",0.0
triste ver tantas pessoas que conheco achando que o coronavirus e uma invencao do governo dos eua para acabar com a economia da china. a ignorancia pode matar mais que uma pandemia!,0.0
" janainadobrasil espera la... quando comecou a pandemia, mais de brasileiros na china com suspeita do covid ficaram doidos para voltar! o presidente jairbolsonaro foi contra! o que os parlamentares, incluindo a senhora disseram? antes de ser hipocrita e apontar o dedo, diz o que voce fez",0.0
 china diz que medicamento japones para a gripe e eficaz no tratamento do coronavirus. saiu hoje na impresa internacional port ing ,0.0
" em uma ideia simples mande os preso brasileiros para a china especificamente wuhan, pois la ja acabou o coronavirus ne...",1.0
o livro que previu o coronavirus covid- the eyes of darkness via youtube corona covid coronavirus covid china chinatown wuhan,0.0
"a china demora meses para admitir um problema com a doenca covid- , abafando os casos, censurando a populacao, sumindo com jornalistas, censurando ate os medicos que identificaram, e pouco mais de mes depois do reconhecimento da doenca anuncia uma vacina? estranho nao?",0.0
china diz que desenvolveu com exito vacina contra o coronavirus ,0.0
"pra quem soltou duas bombas letais contra os japoneses, eu nao duvido de nada.. nem china nem eua coronavirus nao foi criado em laboratorio, mostra estudo via tilt uol uol",0.0
"medicamento japones tem se saido bem no combate ao coronavirus, diz china via exame",0.0
 leandroruschel imagino se essa covid- tivesse iniciado a epidemia aqui. estaria bem pior que na china.,0.0
 allantercalivre organizacao mundial da saude protege a china em vez de vitimas de coronavirus ,0.0
coronavirus. a nova epidemia que veio da china ,0.0
mundo - covid- china envia dois milhoes de mascaras e mil kits de teste para ue ,0.0
"onde china qto , mil obitos pq covid- d surto ameaca populacao d no de contaminados dobra a cada dia d milhares de mortes d diminui o numeros infectados e mortes ... d bastou usa testar vacina contra covid- . d diz ter vacina contra covid- . ?",0.0
"pra desfazer uma fakenews q anda correndo ai o covid e um zoonotico, ou seja, um virus transmitido de animais para seres humanos. ele circula entre os morcegos, q possuem anticorpos para combate-lo. animais q perambulam na regiao la da china india ",0.0
"dai uns chineses ai desenvolveram uma vacina contra covid- , sobe suas acoes em enquanto a economia global ta indo pro ralo e quem vem de teoria da conspiracao e alienado? muitoquebem ",0.0
"acabei de ver nao sei se e verdade que a china criou uma vacina contra o covid- e que ja esta pronta a ser testada em humanos. digam-me que e verdade, por favor!!!!!",0.0
o novo episodio do outra estacao ira explicar como a china conseguiu reduzir drasticamente o numero de casos do novo coronavirus e quais as licoes para o brasil. o programa tambem discute o impacto da china para a economia global. ,0.0
"cliente do meu pai hj falando que coronavirus era tudo mentira, coisa inventada da china e da russia contra os eua ",0.0
china autoriza teste em humanos de vacina contra o coronavirus ,0.0
"o nosso presidente descobriu a real origem do coronavirus. e voces pensavam que tinha nascido na china, migrado para a europa, e de la para o brasil. e voos da china, da italia, da espanha continuam pousando normalmente nos aeroportos brasileiros. ",0.0
nao acredito q o nome da droga q os chineses inventaram pra covid e favor pira vir kkkkkkkkkk,0.0
china aprova inicio dos testes de vacina contra coronavirus em humanos ,0.0
eua diversos jornalistas comunistas pagos pelos chineses dizem que chamar o coronavirus de wuhan virus e racismo mimimi e estao com medo que mandarem a conta do prejuizo mundial pra china ,1.0
coronavirus china autoriza teste de vacina em seres humanos ,0.0
"isso mostra nossa capacidade de avaliar os infectados, estejam atentos e se cuidem, se depender do sus e melhor pedir refugio na china pra se tratar do covid- codvid covid covid coronavirus ",0.0
 rubronegro deve ser a galera que esta falando de um suposto golpe da china no caso covid- ,0.0
coronavirus veio pro brasil entao e so todo mundo ir pra china,0.0
"se pyong ficar eu nunca mais como no china, no coreia, vou parar com meu japa. asiatico nao vai ter vez cmg!!! duas pragas coronavirus e pyong",1.0
"coronavirus foi criado em laboratorio e espalhado a partir da china para sustentar a narrativa do paredao falso, no qual o pyong foi eliminado e retornara no deg dia para massacrar os infieis entenda ",0.0
"nao, o coronavirus nao e uma arma biologica da china e nao deve ser chamado de viruschines a thread ",0.0
"favipiravir, medicamento japones contra gripe claramente eficaz no tratamento de coronavirus, diz china saiba mais em ",0.0
o covid- quando apareceu na china eu tava tp nahh nao vai chegar aqui. hoje e declarado o estado de emergencia ,0.0
"paises ocidentais sao criticados pela letargia governamental no combate ao coronavirus. embora a hipotese da fabricacao de uma arma biologica para desestabilizar a geopolitica global venha sendo desacreditada, a china nao devia ser tb incisivamente cobrada pela onu pela pandemia? ",0.0
" novo virus e descoberto na china! china afirma ter criado a vacina contra o coronavirus! gente, esse povo tem que ser estudado pela nasa! pqp!!!",0.0
"nem china nem eua coronavirus nao foi criado em laboratorio, mostra estudo via tilt uol uol",0.0
china autoriza teste em humanos de vacina contra o coronavirus coronavirus g ,0.0
"eu to e viajando pra china com caixas de mosquito da dengue, esse negocio nao vai ficar assim nao!! coronavirusnobrasil coronavirusbrasil coronavirus covid ",0.0
"ontem na fila do supermercado tinha um senhor simplesmente berrando aos quatro ventos a teoria da conspiracao do coronavirus, comunismo, china e blablabla.... eu olhei bem na cara dele e dei uma revirada de olho e um suspiro de aff , ele quis vir pra cima, e mole?",0.0
 jardimdinarte rodriguinhoss norberto um imbecil que acha que o covid- foi desenvolvido por chineses para lucrarem acredita ate que o pt queria fazer um golpe comunista no brasil. vcs sao um bando de idiotas,0.0
"vai toma no cu essa merda de coronavirus, pessoal nao enxerga q isso ai eles inventaram pra ganhar grana,olha na china onde comecou agora nao tem mais nada,a taxa de morte e muito inferior a muitas outras doencas,so estao querendo fazer de uma simples gripe um caos",0.0
"estou viajando a china com duas caixas de mosquito da dengue , esse negocio nao vai ficar assim fundaoprocorona coronavirus",0.0
china autoriza teste em humanos de vacina contra o coronavirus coronavirus g ,0.0
" rodrigodasilva nao e so do coronavirus, sao todas as epidemias do mundo foram criadas pelos chineses. trata-se de estrategias para a sobrevivencia deles. observem os dados das bolsas no mundo e o petroleo.",0.0
pudera. pesquisas realizadas na china indicam que o covid- nao infecta animais ,0.0
"eduardo bolsonaro, assustado com panelacos, culpa a china pelo coronavirus. panelaco as h de hoje. via a postagem",0.0
" a morte de paciente com coronavirus foi anunciada pela china em de janeiro. a morte no brasil foi registrada em de marco. isso pode significar muita coisa ou nada, ja que as curvas de crescimento tem oscilacoes de pais para pais. ",0.0
"italia ja registra , mil diagnosticos e , mil mortos por coronavirus na pandemia. pais e segundo mais infectado no mundo, atras apenas da china. ig ",0.0
covid- china envia dois milhoes de mascaras e mil kits de teste para ue em ,0.0
 efarsas a china esta exportando carne humana contaminada com o coronavirus? ,0.0
